,D,DevE2R,DevR2E,DevtE2R,DevtR2E,HitRate_0.5F,HitRate_0.5P,HitRate_0.5R,HitRate_3F,HitRate_3P,HitRate_3R,HitRate_t0.5F,HitRate_t0.5P,HitRate_t0.5R,HitRate_t3F,HitRate_t3P,HitRate_t3R,PWF,PWP,PWR,Sf,So,Su,ds_name,track_id
0,0.7721223635715291,0.09287981859411687,0.09287981859411687,0.09287981859414174,0.09287981859414174,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.8476814964112023,0.8683872953974037,0.8279401186186088,0.8560911820302531,0.8532978251385626,0.8589028876620521,SPAM,SPAM_Cerulean_Bob_Dylan-Hurricane
1,0.6817920849050204,0.2162358276643772,0.20897959183668036,0.22784580498866802,0.22349206349207407,0.9714285714285714,0.9444444444444444,1.0,0.9714285714285714,0.9444444444444444,1.0,0.967741935483871,0.9375,1.0,0.967741935483871,0.9375,1.0,0.6118592287221317,0.45925047330622737,0.9163679434118182,0.7956003228469513,0.9106264824067731,0.7063743549732977,SPAM,SPAM_Cerulean_Bob_Dylan-Like_a_Rolling_Stone_(Live)
2,0.0,0.09287981859410172,0.09287981859410172,0.10557823129252147,0.10557823129252147,0.8000000000000002,0.8,0.8,1.0,1.0,1.0,0.75,0.75,0.75,1.0,1.0,1.0,0.83541199557438,0.7319785920445948,0.9728874032790276,0.8987143031141519,0.9619387214326419,0.84328830617215,SPAM,SPAM_Cerulean_Boston_Symphony_Orchestra_&_Charles_Munch-Sympho
3,0.7417295814295798,0.09287981859411332,0.09287981859410444,0.13931972789114866,0.09287981859411332,0.9,0.8181818181818182,1.0,0.9,0.8181818181818182,1.0,0.8750000000000001,0.7777777777777778,1.0,0.8750000000000001,0.7777777777777778,1.0,0.8853314148825655,0.8698630836615621,0.9013598367878322,0.8845013661944573,0.8914269418811422,0.8776825717493318,SPAM,SPAM_Cerulean_Eddie_Palmieri-Adoracion
4,0.7417295814295798,0.2089795918367372,0.13931972789112024,0.39473922902496383,0.2089795918367372,0.8750000000000001,0.7777777777777778,1.0,0.8750000000000001,0.7777777777777778,1.0,0.8333333333333333,0.7142857142857143,1.0,0.8333333333333333,0.7142857142857143,1.0,0.8986768690684357,0.8266537621298502,0.9844479675507047,0.9261520942168463,0.9746388249918925,0.8822610126228814,SPAM,"SPAM_Cerulean_Leonard_Bernstein,_New_York_Philharmonic_&_Rudol"
5,0.7287044719243321,0.25541950113377965,0.1857596371881982,0.3250793650793682,0.3250793650793611,0.9565217391304348,0.9166666666666666,1.0,0.9565217391304348,0.9166666666666666,1.0,0.9473684210526316,0.9,1.0,0.9473684210526316,0.9,1.0,0.7589961008233498,0.6145913714069315,0.9921006103507038,0.8670105184063943,0.9786785591272547,0.7782154821414984,SPAM,SPAM_Cerulean_Miles_Davis_Quintet-Footprints
6,0.6972871790646106,0.2321995464852833,0.2321995464852833,0.29895691609979735,0.29895691609979735,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9,0.9,0.9,0.9,0.9,0.9,0.9204678511318146,0.9922774034797509,0.8583503860332702,0.9296880788611388,0.8811264009361423,0.9839147495433638,SPAM,SPAM_Cerulean_Prince_&_The_Revolution-Purple_Rain
7,0.7896596789938976,0.0928798185940991,0.10448979591836474,0.18575963718822663,0.1509297052154285,0.8571428571428572,0.8181818181818182,0.9,0.8571428571428572,0.8181818181818182,0.9,0.823529411764706,0.7777777777777778,0.875,0.823529411764706,0.7777777777777778,0.875,0.9111845070098951,0.9967687835150203,0.8391349423385763,0.9262347613622919,0.8725917843254587,0.9869052081500153,SPAM,"SPAM_Cerulean_Yes-Starship_Trooper:_A._Life_Seeker,_B._Disillu"
8,0.6964976821274089,0.11029478458049624,0.10158730158730478,0.11029478458049624,0.10158730158730478,0.823529411764706,0.7777777777777778,0.875,0.9411764705882353,0.8888888888888888,1.0,0.7692307692307692,0.7142857142857143,0.8333333333333334,0.923076923076923,0.8571428571428571,1.0,0.5766661839048738,0.992362187726907,0.4064190807472585,0.6797486585927284,0.5242759848407752,0.966303410822875,SPAM,SPAM_Epiphyte_0220_promiscuous
9,0.7432819213969193,0.10013605442176754,0.09650793650793332,0.10013605442176754,0.09650793650793332,0.9523809523809523,0.9090909090909091,1.0,0.9523809523809523,0.9090909090909091,1.0,0.9411764705882353,0.8888888888888888,1.0,0.9411764705882353,0.8888888888888888,1.0,0.7672855856204847,0.9918114105091854,0.6256509928257531,0.8417125972933688,0.7349201792408093,0.9848180753894399,SPAM,SPAM_Epiphyte_0723_hotelroomservice
