,D,DevE2R,DevR2E,DevtE2R,DevtR2E,HitRate_0.5F,HitRate_0.5P,HitRate_0.5R,HitRate_3F,HitRate_3P,HitRate_3R,HitRate_t0.5F,HitRate_t0.5P,HitRate_t0.5R,HitRate_t3F,HitRate_t3P,HitRate_t3R,ds_name,track_id
0,0.3928122080518532,2.7551927437641766,2.146394557823129,2.962721088435373,2.950385487528351,0.13559322033898305,0.13333333333333333,0.13793103448275862,0.576271186440678,0.5666666666666667,0.5862068965517241,0.07272727272727272,0.07142857142857142,0.07407407407407407,0.5454545454545454,0.5357142857142857,0.5555555555555556,SPAM,SPAM_Cerulean_Bob_Dylan-Hurricane
1,0.3928122080518532,5.8340136054421805,2.253786848072558,5.9916213151927495,2.3684353741496693,0.12765957446808512,0.1,0.17647058823529413,0.46808510638297873,0.36666666666666664,0.6470588235294118,0.046511627906976744,0.03571428571428571,0.06666666666666667,0.41860465116279066,0.32142857142857145,0.6,SPAM,SPAM_Cerulean_Bob_Dylan-Like_a_Rolling_Stone_(Live)
2,0.49083714303742154,6.59446712018141,0.8417233560090871,10.744489795918373,2.013786848072556,0.21428571428571427,0.16666666666666666,0.3,0.6428571428571429,0.5,0.9,0.08333333333333333,0.0625,0.125,0.5833333333333334,0.4375,0.875,SPAM,SPAM_Cerulean_Boston_Symphony_Orchestra_&_Charles_Munch-Sympho
3,0.4728949037454486,6.6597732426303935,0.44625850340136053,9.142131519274358,0.6182312925170068,0.37499999999999994,0.2857142857142857,0.5454545454545454,0.6249999999999999,0.47619047619047616,0.9090909090909091,0.2857142857142857,0.21052631578947367,0.4444444444444444,0.5714285714285714,0.42105263157894735,0.8888888888888888,SPAM,SPAM_Cerulean_Eddie_Palmieri-Adoracion
4,0.41269496338015643,17.972244897959193,0.7198185941043084,24.264852607709763,2.7167346938775507,0.20512820512820512,0.13333333333333333,0.4444444444444444,0.30769230769230765,0.2,0.6666666666666666,0.1142857142857143,0.07142857142857142,0.2857142857142857,0.2285714285714286,0.14285714285714285,0.5714285714285714,SPAM,"SPAM_Cerulean_Leonard_Bernstein,_New_York_Philharmonic_&_Rudol"
5,0.4327772776073775,20.89795918367352,0.9077551020408237,21.466848072562385,2.0607709750566983,0.2051282051282051,0.14285714285714285,0.36363636363636365,0.4102564102564102,0.2857142857142857,0.7272727272727273,0.1142857142857143,0.07692307692307693,0.2222222222222222,0.3428571428571429,0.23076923076923078,0.6666666666666666,SPAM,SPAM_Cerulean_Miles_Davis_Quintet-Footprints
6,0.4148563891507947,13.509659863945615,1.886621315192757,14.098140589569155,2.2211337868480854,0.15,0.10714285714285714,0.25,0.4,0.2857142857142857,0.6666666666666666,0.05555555555555555,0.038461538461538464,0.1,0.33333333333333337,0.23076923076923078,0.6,SPAM,SPAM_Cerulean_Prince_&_The_Revolution-Purple_Rain
7,0.376555399993553,13.469024943310655,2.9482993197278944,13.89514739229024,5.069478458049879,0.16666666666666666,0.11764705882352941,0.2857142857142857,0.2916666666666667,0.20588235294117646,0.5,0.09090909090909091,0.0625,0.16666666666666666,0.22727272727272727,0.15625,0.4166666666666667,SPAM,"SPAM_Cerulean_Yes-Starship_Trooper:_A._Life_Seeker,_B._Disillu"
8,0.5502800083248099,0.5912018140589573,0.2630365532879786,1.5557369614512382,0.41705215419501085,0.6,0.5,0.75,0.8,0.6666666666666666,1.0,0.5,0.4,0.6666666666666666,0.7499999999999999,0.6,1.0,SPAM,SPAM_Epiphyte_0220_promiscuous
9,0.4935232843765701,2.3026757369614472,0.7720634920634915,7.360725623582766,0.959274376417234,0.20689655172413793,0.15789473684210525,0.3,0.6206896551724138,0.47368421052631576,0.9,0.07999999999999999,0.058823529411764705,0.125,0.56,0.4117647058823529,0.875,SPAM,SPAM_Epiphyte_0723_hotelroomservice
10,0.5496608566248,0.5572789115646373,0.46439909297050974,0.5979138321995379,0.5572789115646373,0.4615384615384615,0.4,0.5454545454545454,0.846153846153846,0.7333333333333333,1.0,0.3636363636363637,0.3076923076923077,0.4444444444444444,0.8181818181818181,0.6923076923076923,1.0,SPAM,SPAM_Epiphyte_0780_letmebereal
11,0.4703750827786752,1.6282993197279012,1.2509750566893416,1.7160997732426324,1.4512471655328625,0.2285714285714286,0.2,0.26666666666666666,0.7428571428571429,0.65,0.8666666666666667,0.12903225806451615,0.1111111111111111,0.15384615384615385,0.7096774193548387,0.6111111111111112,0.8461538461538461,SPAM,SPAM_Isophonics_01 The Show Must Go On
12,0.5098953459681937,1.6253968253968196,2.123174603174604,2.123174603174604,2.181224489795923,0.28571428571428575,0.3076923076923077,0.26666666666666666,0.6428571428571429,0.6923076923076923,0.6,0.16666666666666669,0.18181818181818182,0.15384615384615385,0.5833333333333334,0.6363636363636364,0.5384615384615384,SPAM,SPAM_Isophonics_02 Under Pressure
13,0.522381719890291,3.6455328798185747,2.7399546485260675,6.15328798185941,4.8994104308389925,0.2758620689655172,0.26666666666666666,0.2857142857142857,0.4827586206896552,0.4666666666666667,0.5,0.16,0.15384615384615385,0.16666666666666666,0.4,0.38461538461538464,0.4166666666666667,SPAM,SPAM_Isophonics_05 Somebody To Love
14,0.6757262275208891,1.1842176870748329,0.5387755102040817,1.2631292517006802,1.2074376417233559,0.3636363636363636,0.3333333333333333,0.4,0.9090909090909091,0.8333333333333334,1.0,0.0,0.0,0.0,0.8571428571428571,0.75,1.0,SPAM,SPAM_Isophonics_07_-_Maggie_Mae
15,0.5138959006151934,6.192108390022687,0.8097959183673424,9.4940589569161,1.1406802721088454,0.25,0.1875,0.375,0.5833333333333334,0.4375,0.875,0.1,0.07142857142857142,0.16666666666666666,0.5,0.35714285714285715,0.8333333333333334,SPAM,SPAM_Isophonics_09_-_You_Never_Give_Me_Your_Money
16,0.5098953459681937,4.618594104308386,2.8489795918367307,6.714195011337864,4.121723356009063,0.2962962962962963,0.26666666666666666,0.3333333333333333,0.4444444444444445,0.4,0.5,0.17391304347826086,0.15384615384615385,0.2,0.34782608695652173,0.3076923076923077,0.4,SPAM,SPAM_Isophonics_CD1_-_14_-_Don't_Pass_Me_By
17,0.4803184191980354,4.667210884353722,1.57895691609977,6.453696145124717,1.8917006802720948,0.17647058823529413,0.15789473684210525,0.2,0.5294117647058824,0.47368421052631576,0.6,0.06666666666666667,0.058823529411764705,0.07692307692307693,0.4666666666666667,0.4117647058823529,0.5384615384615384,SPAM,SPAM_Isophonics_CD2_-_06_-_Helter_Skelter
18,0.4332892495635431,5.510385487528325,5.294149659863933,9.317732426303841,5.340589569160954,0.186046511627907,0.15384615384615385,0.23529411764705882,0.3255813953488372,0.2692307692307692,0.4117647058823529,0.10256410256410255,0.08333333333333333,0.13333333333333333,0.25641025641025644,0.20833333333333334,0.3333333333333333,SPAM,SPAM_SALAMI_1072
19,0.45198536542359785,8.193015873015858,1.6558730158730128,8.887437641723356,3.355283446712022,0.12121212121212123,0.09090909090909091,0.18181818181818182,0.3636363636363636,0.2727272727272727,0.5454545454545454,0.0,0.0,0.0,0.2758620689655173,0.2,0.4444444444444444,SPAM,SPAM_SALAMI_108
20,0.46277854064785734,28.096145124716543,0.14367346938774972,28.839183673469392,0.5093877551020469,0.24242424242424243,0.14814814814814814,0.6666666666666666,0.303030303030303,0.18518518518518517,0.8333333333333334,0.13793103448275865,0.08,0.5,0.20689655172413793,0.12,0.75,SPAM,SPAM_SALAMI_114
21,0.48765459385152204,12.19337868480726,1.4526984126983962,16.741587301587316,1.7705215419501172,0.20689655172413793,0.15,0.3333333333333333,0.5517241379310346,0.4,0.8888888888888888,0.08,0.05555555555555555,0.14285714285714285,0.48,0.3333333333333333,0.8571428571428571,SPAM,SPAM_SALAMI_1170
22,0.43751719357382374,16.02176870748299,2.350294784580491,17.136326530612223,5.7849886621315205,0.22857142857142856,0.16,0.4,0.28571428571428575,0.2,0.5,0.12903225806451613,0.08695652173913043,0.25,0.19354838709677416,0.13043478260869565,0.375,SPAM,SPAM_SALAMI_1198
23,0.4671135540195007,27.028027210884346,1.857596371882086,35.98004535147393,6.130068027210882,0.16666666666666666,0.10526315789473684,0.4,0.25,0.15789473684210525,0.6,0.0,0.0,0.0,0.1,0.058823529411764705,0.3333333333333333,SPAM,SPAM_SALAMI_12
24,0.5098953459681937,2.6216780045351413,2.7326984126983973,3.249342403628116,2.9692517006802746,0.12903225806451615,0.125,0.13333333333333333,0.5806451612903225,0.5625,0.6,0.0,0.0,0.0,0.5185185185185186,0.5,0.5384615384615384,SPAM,SPAM_SALAMI_1240
25,0.4119708475183792,8.862040816326513,1.8191383219954673,10.980136054421763,1.9736961451247126,0.08695652173913043,0.0625,0.14285714285714285,0.5217391304347825,0.375,0.8571428571428571,0.0,0.0,0.0,0.47619047619047616,0.3333333333333333,0.8333333333333334,SPAM,SPAM_SALAMI_1324
26,0.3723601582411248,27.817505668934245,5.314467120181405,28.80290249433108,8.080544217687077,0.17777777777777776,0.1111111111111111,0.4444444444444444,0.17777777777777776,0.1111111111111111,0.4444444444444444,0.0975609756097561,0.058823529411764705,0.2857142857142857,0.0975609756097561,0.058823529411764705,0.2857142857142857,SPAM,SPAM_SALAMI_1482
27,0.40117528933159186,26.191383219954655,0.8250340136054397,29.92979591836735,4.2750113378684915,0.16666666666666669,0.1,0.5,0.2222222222222222,0.13333333333333333,0.6666666666666666,0.0625,0.03571428571428571,0.25,0.125,0.07142857142857142,0.5,SPAM,SPAM_SALAMI_1562
28,0.3969355006942121,11.910385487528334,4.179591836734687,12.463310657596352,4.185396825396879,0.18604651162790697,0.14285714285714285,0.26666666666666666,0.27906976744186046,0.21428571428571427,0.4,0.10256410256410257,0.07692307692307693,0.15384615384615385,0.20512820512820515,0.15384615384615385,0.3076923076923077,SPAM,SPAM_SALAMI_164
29,0.5711877115241564,4.388571428571439,1.7879365079365144,5.0159410430839095,4.08392290249434,0.3,0.25,0.375,0.3,0.25,0.375,0.125,0.1,0.16666666666666666,0.125,0.1,0.16666666666666666,SPAM,SPAM_SALAMI_20
30,0.4768986742378572,14.779501133786852,0.5278911564625847,17.914195011337867,1.2360997732426284,0.25,0.16666666666666666,0.5,0.5,0.3333333333333333,1.0,0.1,0.0625,0.25,0.4,0.25,1.0,SPAM,SPAM_SALAMI_278
31,0.5711877115241565,3.15791383219954,2.176870748299315,3.546122448979588,3.15791383219954,0.1818181818181818,0.16666666666666666,0.2,0.5454545454545454,0.5,0.6,0.0,0.0,0.0,0.4444444444444445,0.4,0.5,SPAM,SPAM_SALAMI_286
32,0.44900038580333845,15.957913832199552,3.1976417233560284,18.32997732426304,3.8077097505669144,0.19354838709677416,0.14285714285714285,0.3,0.25806451612903225,0.19047619047619047,0.4,0.07407407407407407,0.05263157894736842,0.125,0.14814814814814814,0.10526315789473684,0.25,SPAM,SPAM_SALAMI_302
33,0.49083714303742154,7.125623582766444,1.8597732426303857,8.768435374149668,4.092517006802723,0.2,0.16666666666666666,0.25,0.4666666666666666,0.3888888888888889,0.5833333333333334,0.07692307692307693,0.0625,0.1,0.38461538461538464,0.3125,0.5,SPAM,SPAM_SALAMI_308
34,0.46762428618088275,12.617142857142866,0.26920634920634645,13.810068027210889,0.7851247165532879,0.34285714285714286,0.24,0.6,0.4,0.28,0.7,0.25806451612903225,0.17391304347826086,0.5,0.3225806451612903,0.21739130434782608,0.625,SPAM,SPAM_SALAMI_444
35,0.526621508527671,2.5266213151927417,3.8269387755102002,3.747845804988657,3.905306122448991,0.2962962962962963,0.3333333333333333,0.26666666666666666,0.4444444444444445,0.5,0.4,0.17391304347826086,0.2,0.15384615384615385,0.34782608695652173,0.4,0.3076923076923077,SPAM,SPAM_SALAMI_458
36,0.3977561798309662,11.74929705215419,1.2292063492063576,19.945941043083906,2.574693877551013,0.2325581395348837,0.16129032258064516,0.4166666666666667,0.3255813953488372,0.22580645161290322,0.5833333333333334,0.15384615384615385,0.10344827586206896,0.3,0.25641025641025644,0.1724137931034483,0.5,SPAM,SPAM_SALAMI_478
37,0.6478279390863703,0.46439909297052395,0.46439909297052395,0.5572789115646302,0.5572789115646302,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.4000000000000001,0.4,0.4,0.6,0.6,0.6,SPAM,SPAM_SALAMI_538
38,0.5403026083468738,3.0055328798186025,1.5151020408163376,7.497142857142876,1.985306122448982,0.25,0.21428571428571427,0.3,0.5833333333333334,0.5,0.7,0.1,0.08333333333333333,0.125,0.5,0.4166666666666667,0.625,SPAM,SPAM_SALAMI_542
39,0.592095414723503,4.2260317460317545,2.7805895691609983,6.233106575963724,4.2260317460317545,0.3,0.25,0.375,0.4,0.3333333333333333,0.5,0.125,0.1,0.16666666666666666,0.25,0.2,0.3333333333333333,SPAM,SPAM_SALAMI_546
40,0.4872432404606817,7.7710657596371675,3.8372789115646384,8.25469387755102,6.205532879818605,0.22222222222222224,0.17647058823529413,0.3,0.29629629629629634,0.23529411764705882,0.4,0.08695652173913045,0.06666666666666667,0.125,0.1739130434782609,0.13333333333333333,0.25,SPAM,SPAM_SALAMI_584
41,0.41088802156385434,8.498503401360544,2.1166439909297026,8.637823129251728,2.42648526077096,0.16326530612244897,0.12903225806451613,0.2222222222222222,0.4489795918367347,0.3548387096774194,0.6111111111111112,0.08888888888888889,0.06896551724137931,0.125,0.4,0.3103448275862069,0.5625,SPAM,SPAM_SALAMI_68
42,0.4274814960381374,6.826666666666668,2.2015419501133806,7.10530612244898,2.2204081632653043,0.15,0.12,0.2,0.5,0.4,0.6666666666666666,0.05555555555555555,0.043478260869565216,0.07692307692307693,0.4444444444444444,0.34782608695652173,0.6153846153846154,SPAM,SPAM_SALAMI_728
43,0.4441939155817716,17.693605442176874,0.24380952380952703,18.15800453514737,0.6385487528344695,0.2857142857142857,0.18518518518518517,0.625,0.34285714285714286,0.2222222222222222,0.75,0.1935483870967742,0.12,0.5,0.25806451612903225,0.16,0.6666666666666666,SPAM,SPAM_SALAMI_78
44,0.5138959006151934,7.0922448979591834,1.3931972789115648,12.236916099773243,1.499138321995467,0.24000000000000005,0.1875,0.3333333333333333,0.56,0.4375,0.7777777777777778,0.09523809523809523,0.07142857142857142,0.14285714285714285,0.4761904761904762,0.35714285714285715,0.7142857142857143,SPAM,SPAM_SALAMI_812
45,0.4671135540195007,8.475283446712018,1.996916099773216,14.396371882086214,2.972154195011285,0.21428571428571427,0.15789473684210525,0.3333333333333333,0.42857142857142855,0.3157894736842105,0.6666666666666666,0.08333333333333333,0.058823529411764705,0.14285714285714285,0.3333333333333333,0.23529411764705882,0.5714285714285714,SPAM,SPAM_SALAMI_830
46,0.5100365997850292,35.34149659863945,0.02031746031746029,93.03945578231293,0.02031746031746029,0.2857142857142857,0.16666666666666666,1.0,0.2857142857142857,0.16666666666666666,1.0,0.11764705882352941,0.0625,1.0,0.11764705882352941,0.0625,1.0,SPAM,SPAM_SALAMI_838
47,0.5550932463340537,4.548934240362797,0.18285714285714122,11.981496598639453,1.232108843537414,0.3157894736842105,0.23076923076923078,0.5,0.5263157894736842,0.38461538461538464,0.8333333333333334,0.13333333333333333,0.09090909090909091,0.25,0.39999999999999997,0.2727272727272727,0.75,SPAM,SPAM_SALAMI_876
48,0.46338956716869606,13.432743764172344,2.831383219954651,14.6271201814059,4.8631292517007125,0.18749999999999997,0.13636363636363635,0.3,0.3125,0.22727272727272727,0.5,0.07142857142857144,0.05,0.125,0.21428571428571425,0.15,0.375,SPAM,SPAM_SALAMI_940
49,0.5550932463340537,2.693514739229025,2.62530612244898,3.9198185941043135,3.3066666666666693,0.24000000000000002,0.23076923076923078,0.25,0.5599999999999999,0.5384615384615384,0.5833333333333334,0.09523809523809525,0.09090909090909091,0.1,0.47619047619047616,0.45454545454545453,0.5,SPAM,SPAM_SALAMI_944
